bssid,essid5c:cf:7f:63:9a:ec,icebath-x
bssid,essid44:61:32:c0:62:87,icebath-x
bssid,essid44:61:32:9d:e0:10,icebath-x
bssid,essidbssid,essidbssid,essidbssid,essidbssid,essidb0:39:56:ec:71:1a,NTGR_VMB_1533058731
